<<<<<<< HEAD
timestamp,open,high,low,close,volume
2021:06:15 10:39:38 IST +0530,960.0,960.0,952.6,960.0,1525
2021:06:15 10:40:28 IST +0530,960.0,960.0,953.8,956.15,1525
2021:06:15 10:41:23 IST +0530,951.85,966.4,947.6,964.25,1625
2021:06:15 10:42:10 IST +0530,964.25,965.25,958.35,958.35,2325
2021:06:15 10:43:03 IST +0530,958.35,958.35,958.35,958.35,7625
2021:06:15 10:43:50 IST +0530,958.35,958.35,955.0,955.05,1625
2021:06:15 10:44:32 IST +0530,955.05,955.05,955.05,955.05,1525
2021:06:15 10:45:15 IST +0530,955.05,955.05,955.05,955.05,1525
2021:06:15 10:45:55 IST +0530,955.05,962.8,955.05,960.2,1525
2021:06:15 10:46:39 IST +0530,960.2,964.25,959.9,964.25,1725
2021:06:15 10:47:22 IST +0530,964.25,969.3,964.25,969.3,2075
2021:06:15 10:48:12 IST +0530,969.3,969.3,969.3,969.3,1525
2021:06:15 10:48:56 IST +0530,969.3,969.3,969.3,969.3,1525
2021:06:15 10:49:36 IST +0530,970.95,971.45,970.0,970.0,1525
2021:06:15 10:50:15 IST +0530,970.0,973.25,969.45,969.45,1525
2021:06:15 10:51:00 IST +0530,969.45,969.45,966.65,966.65,1525
2021:06:15 10:51:45 IST +0530,966.65,970.0,965.5,970.0,1525
2021:06:15 10:52:28 IST +0530,970.0,970.0,952.5,954.95,1525
2021:06:15 10:53:12 IST +0530,954.95,954.95,950.85,951.25,1525
2021:06:15 10:53:53 IST +0530,951.25,953.25,951.25,953.25,1525
2021:06:15 10:54:40 IST +0530,953.25,957.4,953.25,957.4,1525
2021:06:15 10:55:20 IST +0530,957.4,966.15,957.4,966.15,1525
2021:06:15 10:56:06 IST +0530,966.15,966.15,966.15,966.15,1525
2021:06:15 10:56:53 IST +0530,966.15,970.0,963.85,970.0,1525
2021:06:15 10:57:31 IST +0530,970.0,977.2,970.0,971.75,1625
2021:06:15 10:58:12 IST +0530,971.75,971.75,971.75,971.75,4575
2021:06:15 10:58:59 IST +0530,971.75,980.65,971.75,979.75,1625
2021:06:15 10:59:54 IST +0530,979.75,979.75,977.0,977.0,1525
2021:06:15 11:00:47 IST +0530,977.0,988.0,977.0,988.0,2800
2021:06:15 11:01:29 IST +0530,988.0,992.05,988.0,989.45,4500
2021:06:15 11:02:09 IST +0530,989.45,989.45,987.95,987.95,1525
2021:06:15 11:03:00 IST +0530,987.95,987.95,987.95,987.95,1525
2021:06:15 11:03:50 IST +0530,987.95,997.0,987.95,997.0,1525
2021:06:15 11:04:38 IST +0530,997.0,998.9,995.55,998.9,1525
2021:06:15 11:05:30 IST +0530,998.9,1005.3,991.6,991.6,1525
2021:06:15 11:06:11 IST +0530,991.6,998.0,991.6,998.0,1525
2021:06:15 11:06:51 IST +0530,998.0,998.0,998.0,998.0,1525
2021:06:15 11:07:45 IST +0530,998.0,998.15,994.75,998.15,1525
2021:06:15 11:08:30 IST +0530,998.15,998.15,992.85,992.85,1525
2021:06:15 11:09:20 IST +0530,992.85,992.85,990.0,990.0,2400
2021:06:15 11:10:01 IST +0530,990.0,990.0,985.0,985.0,11900
2021:06:15 11:10:46 IST +0530,985.0,985.0,985.0,985.0,3050
2021:06:15 11:11:35 IST +0530,985.0,985.0,979.0,979.0,2250
2021:06:15 11:12:17 IST +0530,979.0,987.0,979.0,987.0,1525
2021:06:15 11:13:10 IST +0530,987.0,987.0,987.0,987.0,1525
2021:06:15 11:13:59 IST +0530,987.0,987.0,985.0,985.0,1525
2021:06:15 11:14:38 IST +0530,985.0,985.0,980.0,980.0,1525
2021:06:15 11:15:19 IST +0530,980.0,985.1,980.0,985.1,1525
2021:06:15 11:16:03 IST +0530,985.1,985.1,971.15,971.15,1750
2021:06:15 11:16:48 IST +0530,971.15,971.15,971.15,971.15,1525
2021:06:15 11:17:36 IST +0530,971.15,971.15,971.15,971.15,1525
2021:06:15 11:18:24 IST +0530,971.15,981.2,971.15,981.2,1525
2021:06:15 11:19:03 IST +0530,981.2,982.0,981.2,982.0,2725
2021:06:15 11:19:51 IST +0530,982.0,982.0,980.05,982.0,3300
2021:06:15 11:20:38 IST +0530,982.0,982.0,982.0,982.0,3050
2021:06:15 11:21:25 IST +0530,982.0,982.0,982.0,982.0,3050
2021:06:15 11:22:13 IST +0530,982.0,982.0,982.0,982.0,3050
2021:06:15 11:22:57 IST +0530,982.0,986.2,982.0,986.2,2875
2021:06:15 11:23:43 IST +0530,986.2,988.45,986.2,988.45,1525
2021:06:15 11:24:28 IST +0530,988.45,989.0,986.05,989.0,1525
2021:06:15 11:25:08 IST +0530,989.0,989.0,989.0,989.0,1525
2021:06:15 11:25:57 IST +0530,989.0,989.0,989.0,989.0,1525
2021:06:15 11:26:44 IST +0530,989.0,989.0,989.0,989.0,1525
2021:06:15 11:27:26 IST +0530,989.0,989.0,970.0,974.85,1525
2021:06:15 11:28:03 IST +0530,974.85,987.3,974.85,986.7,1525
2021:06:15 11:28:48 IST +0530,986.7,988.75,986.7,988.75,1525
2021:06:15 11:29:34 IST +0530,988.75,988.75,988.75,988.75,1525
2021:06:15 11:30:13 IST +0530,988.75,988.75,988.75,988.75,1525
2021:06:15 11:30:52 IST +0530,988.75,988.75,984.05,984.05,1525
2021:06:15 11:31:39 IST +0530,984.05,986.95,984.05,986.95,1525
2021:06:15 11:32:23 IST +0530,986.95,986.95,986.95,986.95,1525
2021:06:15 11:33:11 IST +0530,986.95,986.95,986.95,986.95,1525
2021:06:15 11:34:10 IST +0530,986.95,991.2,986.95,991.2,1525
2021:06:15 11:35:06 IST +0530,991.2,997.1,991.2,997.1,1525
2021:06:15 11:35:47 IST +0530,997.1,997.1,995.9,995.9,1525
2021:06:15 11:36:32 IST +0530,995.9,995.9,995.9,995.9,1525
2021:06:15 11:37:18 IST +0530,995.9,995.9,982.5,982.5,1525
2021:06:15 11:38:04 IST +0530,982.5,985.75,980.3,980.3,1525
2021:06:15 11:38:55 IST +0530,980.3,980.3,980.3,980.3,1525
2021:06:15 11:39:38 IST +0530,980.3,981.85,980.3,981.85,1525
2021:06:15 11:40:22 IST +0530,981.85,981.85,981.85,981.85,1525
2021:06:15 11:41:03 IST +0530,981.85,987.25,981.85,987.25,1525
2021:06:15 11:41:48 IST +0530,987.25,987.25,987.25,987.25,1525
2021:06:15 11:42:33 IST +0530,987.25,987.25,987.25,987.25,1525
2021:06:15 11:43:15 IST +0530,987.25,987.25,980.0,980.0,1525
2021:06:15 11:44:02 IST +0530,980.0,980.0,980.0,980.0,1525
2021:06:15 11:44:48 IST +0530,980.0,980.0,980.0,980.0,1525
2021:06:15 11:45:36 IST +0530,980.0,982.0,975.75,975.75,1525
2021:06:15 11:46:35 IST +0530,975.75,975.75,975.75,975.75,1525
2021:06:15 11:47:14 IST +0530,975.75,977.0,974.7,974.7,1525
2021:06:15 11:47:57 IST +0530,974.7,974.7,966.5,966.5,1525
2021:06:15 11:48:35 IST +0530,966.5,966.5,966.5,966.5,1525
2021:06:15 11:49:18 IST +0530,966.5,981.05,966.5,980.4,1525
2021:06:15 11:50:03 IST +0530,980.4,980.4,980.4,980.4,1525
2021:06:15 11:50:50 IST +0530,980.4,980.4,975.05,975.05,1525
2021:06:15 11:51:31 IST +0530,975.05,978.6,975.05,978.6,1525
2021:06:15 11:52:16 IST +0530,978.6,978.6,978.0,978.0,1525
2021:06:15 11:53:05 IST +0530,978.0,979.05,978.0,979.05,1525
2021:06:15 11:53:44 IST +0530,979.05,985.35,979.05,985.35,1525
2021:06:15 11:54:27 IST +0530,985.35,994.55,982.75,993.65,1525
2021:06:15 11:55:17 IST +0530,993.65,993.65,990.5,990.5,1525
2021:06:15 11:56:04 IST +0530,990.5,990.5,990.5,990.5,1525
2021:06:15 11:56:44 IST +0530,990.5,990.5,980.75,982.0,1525
2021:06:15 11:57:33 IST +0530,982.0,982.0,982.0,982.0,1525
2021:06:15 11:58:19 IST +0530,982.0,983.7,982.0,983.7,1525
2021:06:15 11:58:59 IST +0530,983.7,983.7,980.0,980.0,1525
2021:06:15 11:59:53 IST +0530,980.0,980.0,980.0,980.0,1525
2021:06:15 12:00:47 IST +0530,981.65,981.65,981.65,981.65,1525
2021:06:15 12:01:37 IST +0530,981.65,981.65,981.65,981.65,1525
2021:06:15 12:02:23 IST +0530,981.65,981.65,981.65,981.65,1525
2021:06:15 12:03:06 IST +0530,981.65,981.65,981.65,981.65,1525
2021:06:15 12:04:02 IST +0530,981.65,981.65,981.65,981.65,1525
2021:06:15 12:04:44 IST +0530,981.65,981.65,981.65,981.65,1525
2021:06:15 12:05:27 IST +0530,981.65,981.65,981.65,981.65,1525
2021:06:15 12:06:17 IST +0530,981.65,981.65,981.65,981.65,1525
2021:06:15 12:07:17 IST +0530,981.65,981.65,981.65,981.65,1525
2021:06:15 12:08:02 IST +0530,981.65,981.65,981.65,981.65,1525
2021:06:15 12:08:47 IST +0530,981.65,982.65,981.65,982.65,1525
2021:06:15 12:09:35 IST +0530,982.65,982.8,979.5,981.1,1525
2021:06:15 12:10:23 IST +0530,981.1,981.5,981.1,981.5,1525
2021:06:15 12:11:08 IST +0530,981.5,981.5,981.5,981.5,1525
2021:06:15 12:11:48 IST +0530,981.5,981.5,973.7,974.8,1525
2021:06:15 12:12:32 IST +0530,974.8,974.8,974.8,974.8,1525
2021:06:15 12:13:09 IST +0530,974.8,974.8,974.8,974.8,1525
2021:06:15 12:14:01 IST +0530,974.8,978.8,974.8,978.8,1525
2021:06:15 12:14:42 IST +0530,978.8,978.8,975.75,975.75,2075
2021:06:15 12:15:29 IST +0530,975.75,975.75,975.75,975.75,3050
2021:06:15 12:16:14 IST +0530,975.75,975.75,975.75,975.75,3050
2021:06:15 12:17:01 IST +0530,975.75,975.75,975.75,975.75,3050
2021:06:15 12:17:41 IST +0530,975.75,975.75,975.75,975.75,3050
2021:06:15 12:18:26 IST +0530,975.75,975.75,975.75,975.75,3050
2021:06:15 12:19:06 IST +0530,975.75,984.2,947.25,984.05,2150
2021:06:15 12:19:44 IST +0530,984.05,1066.0,984.05,1035.4,1600
2021:06:15 12:20:30 IST +0530,1035.4,1035.4,1032.15,1032.15,1525
2021:06:15 12:21:24 IST +0530,1032.15,1032.15,1023.25,1029.15,1525
2021:06:15 12:22:12 IST +0530,1029.15,1035.25,1029.15,1034.85,1525
2021:06:15 12:22:59 IST +0530,1034.85,1034.85,1033.9,1033.9,1525
2021:06:15 12:23:41 IST +0530,1045.65,1045.65,1045.65,1045.65,1525
2021:06:15 12:24:24 IST +0530,1045.65,1091.9,1045.65,1091.9,1675
2021:06:15 12:25:20 IST +0530,1091.9,1091.9,1073.4,1073.4,1525
2021:06:15 12:26:02 IST +0530,1073.4,1073.4,1070.0,1071.0,1525
2021:06:15 12:26:40 IST +0530,1061.25,1066.5,1058.65,1066.5,1525
2021:06:15 12:27:18 IST +0530,1066.5,1066.5,1060.75,1060.75,1525
2021:06:15 12:28:05 IST +0530,1060.75,1066.1,1060.75,1066.1,2825
2021:06:15 12:28:48 IST +0530,1066.1,1071.1,1062.0,1064.15,5375
2021:06:15 12:29:37 IST +0530,1064.15,1072.4,1064.15,1068.05,2450
2021:06:15 12:30:26 IST +0530,1068.05,1075.0,1063.5,1063.5,3650
2021:06:15 12:31:09 IST +0530,1063.5,1063.85,1060.65,1063.1,1525
2021:06:15 12:31:58 IST +0530,1063.1,1065.5,1063.1,1065.5,1525
2021:06:15 12:32:50 IST +0530,1065.5,1075.0,1065.5,1075.0,4675
2021:06:15 12:33:39 IST +0530,1075.0,1075.0,1069.6,1069.6,3975
2021:06:15 12:34:24 IST +0530,1069.6,1074.9,1067.9,1070.95,1525
2021:06:15 12:35:11 IST +0530,1070.95,1071.7,1069.45,1069.45,1525
2021:06:15 12:35:52 IST +0530,1069.45,1071.6,1067.95,1071.6,1775
2021:06:15 12:36:31 IST +0530,1071.6,1073.0,1070.0,1070.0,1525
2021:06:15 12:37:12 IST +0530,1070.0,1070.0,1070.0,1070.0,1525
2021:06:15 12:38:06 IST +0530,1068.85,1070.0,1067.65,1067.75,1650
2021:06:15 12:38:57 IST +0530,1067.75,1067.75,1067.75,1067.75,1525
2021:06:15 12:39:42 IST +0530,1067.75,1073.1,1067.75,1071.75,4325
2021:06:15 12:40:26 IST +0530,1071.75,1072.0,1065.55,1065.55,4625
2021:06:15 12:41:14 IST +0530,1065.55,1081.05,1065.55,1081.05,2325
2021:06:15 12:41:59 IST +0530,1081.05,1093.2,1081.05,1093.2,1900
2021:06:15 12:42:48 IST +0530,1093.2,1093.2,1078.55,1080.0,1525
2021:06:15 12:43:35 IST +0530,1080.0,1080.0,1076.45,1076.45,1525
2021:06:15 12:44:26 IST +0530,1076.45,1085.2,1069.05,1071.85,1575
2021:06:15 12:45:11 IST +0530,1069.7,1076.0,1069.7,1076.0,1525
2021:06:15 12:45:53 IST +0530,1076.0,1076.0,1076.0,1076.0,1525
2021:06:15 12:46:30 IST +0530,1076.0,1076.0,1068.25,1068.25,1525
2021:06:15 12:47:20 IST +0530,1068.25,1068.25,1053.5,1057.5,2750
2021:06:15 12:48:09 IST +0530,1058.35,1064.15,1058.35,1062.6,1525
2021:06:15 12:49:08 IST +0530,1062.6,1064.55,1062.6,1064.55,1525
2021:06:15 12:50:02 IST +0530,1064.55,1064.55,1061.45,1061.45,1525
2021:06:15 12:50:53 IST +0530,1061.45,1064.15,1061.45,1064.15,12275
2021:06:15 12:51:39 IST +0530,1064.15,1064.95,1059.8,1064.95,5775
2021:06:15 12:52:29 IST +0530,1064.95,1065.3,1059.75,1059.75,1525
2021:06:15 12:53:11 IST +0530,1059.75,1059.75,1059.75,1059.75,1525
2021:06:15 12:53:51 IST +0530,1059.75,1059.75,1059.75,1059.75,1525
2021:06:15 12:54:30 IST +0530,1059.75,1059.75,1055.5,1055.5,1525
2021:06:15 12:55:12 IST +0530,1055.5,1056.0,1055.5,1056.0,1525
2021:06:15 12:56:02 IST +0530,1056.0,1056.0,1056.0,1056.0,1525
2021:06:15 12:56:50 IST +0530,1056.0,1056.0,1056.0,1056.0,1525
2021:06:15 12:57:33 IST +0530,1056.0,1056.0,1040.0,1040.0,1525
2021:06:15 12:58:19 IST +0530,1040.0,1040.0,1040.0,1040.0,1525
2021:06:15 12:59:09 IST +0530,1040.0,1040.0,1040.0,1040.0,1525
2021:06:15 12:59:53 IST +0530,1040.0,1045.9,1040.0,1045.9,1525
2021:06:15 13:00:33 IST +0530,1045.9,1050.0,1045.9,1050.0,1525
2021:06:15 13:01:14 IST +0530,1050.0,1050.0,1050.0,1050.0,1525
2021:06:15 13:02:05 IST +0530,1050.0,1060.75,1050.0,1060.75,1525
2021:06:15 13:02:54 IST +0530,1060.75,1061.0,1060.0,1060.75,2725
2021:06:15 13:03:41 IST +0530,1060.75,1060.75,1060.0,1060.0,1525
2021:06:15 13:04:24 IST +0530,1060.0,1060.0,1060.0,1060.0,1525
2021:06:15 13:05:10 IST +0530,1060.0,1060.35,1060.0,1060.35,1525
2021:06:15 13:05:58 IST +0530,1060.35,1060.35,1044.35,1047.55,1800
2021:06:15 13:06:52 IST +0530,1047.55,1049.55,1047.55,1047.55,1525
2021:06:15 13:07:47 IST +0530,1047.55,1050.0,1047.55,1050.0,1525
2021:06:15 13:08:35 IST +0530,1050.0,1050.0,1037.4,1037.4,1525
2021:06:15 13:09:20 IST +0530,1037.4,1040.0,1037.4,1040.0,1750
2021:06:15 13:10:07 IST +0530,1040.0,1040.0,1026.65,1026.65,1700
2021:06:15 13:10:51 IST +0530,1026.65,1026.65,1026.65,1026.65,1525
2021:06:15 13:11:42 IST +0530,1026.65,1026.65,1026.65,1026.65,1525
2021:06:15 13:12:29 IST +0530,1026.65,1026.65,1026.65,1026.65,1525
2021:06:15 13:13:19 IST +0530,1026.65,1026.65,1026.65,1026.65,1525
2021:06:15 13:14:04 IST +0530,1026.65,1034.7,1026.65,1034.7,1525
2021:06:15 13:14:52 IST +0530,1034.7,1034.7,1034.4,1034.4,1525
2021:06:15 13:15:39 IST +0530,1034.4,1034.4,1022.6,1022.6,1525
2021:06:15 13:16:22 IST +0530,1022.6,1034.4,1022.6,1034.4,1525
2021:06:15 13:17:02 IST +0530,1034.4,1034.4,1027.35,1027.35,1775
2021:06:15 13:17:51 IST +0530,1027.35,1034.15,1027.35,1034.15,1625
2021:06:15 13:18:44 IST +0530,1034.15,1034.15,1025.0,1025.0,1525
2021:06:15 13:19:39 IST +0530,1025.0,1030.75,1025.0,1030.75,1525
2021:06:15 13:20:30 IST +0530,1030.75,1030.75,1021.8,1021.8,1525
2021:06:15 13:21:14 IST +0530,1021.8,1021.8,1021.8,1021.8,1525
2021:06:15 13:21:54 IST +0530,1021.8,1023.45,980.0,996.0,3050
2021:06:15 13:22:54 IST +0530,996.0,1018.65,996.0,1018.65,1750
2021:06:15 13:23:39 IST +0530,1018.65,1026.45,1016.05,1026.45,1525
2021:06:15 13:24:15 IST +0530,1026.45,1044.6,1026.45,1040.1,1525
2021:06:15 13:24:53 IST +0530,1040.1,1041.8,1040.1,1041.45,1525
2021:06:15 13:25:30 IST +0530,1041.45,1046.2,1041.45,1046.2,1525
2021:06:15 13:26:13 IST +0530,1046.2,1046.2,1039.7,1039.7,1525
2021:06:15 13:27:00 IST +0530,1039.7,1039.7,1034.7,1034.7,1525
2021:06:15 13:27:46 IST +0530,1034.7,1035.0,1034.7,1035.0,1525
2021:06:15 13:28:29 IST +0530,1035.0,1035.0,1035.0,1035.0,1525
2021:06:15 13:29:09 IST +0530,1035.0,1035.0,1035.0,1035.0,1525
2021:06:15 13:29:50 IST +0530,1035.0,1035.0,1025.05,1026.15,1525
2021:06:15 13:30:30 IST +0530,1026.15,1026.15,1018.0,1018.0,1525
2021:06:15 13:31:11 IST +0530,1018.0,1021.45,1018.0,1020.5,1525
2021:06:15 13:31:50 IST +0530,1020.5,1020.5,1015.25,1015.25,1525
2021:06:15 13:32:32 IST +0530,1015.25,1015.25,1009.2,1009.2,1525
2021:06:15 13:33:14 IST +0530,1009.2,1009.2,1009.2,1009.2,1525
2021:06:15 13:33:56 IST +0530,1009.2,1011.3,1009.15,1009.15,1525
2021:06:15 13:34:36 IST +0530,1009.15,1009.15,1009.15,1009.15,1525
2021:06:15 13:35:23 IST +0530,1009.15,1016.65,1009.15,1015.55,1525
2021:06:15 13:36:08 IST +0530,1007.9,1007.9,963.55,982.55,1525
2021:06:15 13:36:45 IST +0530,975.8,975.8,911.2,951.7,1700
2021:06:15 13:37:22 IST +0530,951.7,957.0,924.1,943.9,1825
2021:06:15 13:38:07 IST +0530,943.9,960.0,943.9,956.8,1525
2021:06:15 13:38:48 IST +0530,956.8,961.65,956.8,961.65,1525
2021:06:15 13:39:40 IST +0530,961.65,961.65,944.3,956.65,1525
2021:06:15 13:40:37 IST +0530,956.65,968.6,956.65,968.6,1525
2021:06:15 13:41:29 IST +0530,968.6,992.4,968.6,979.15,1525
2021:06:15 13:42:14 IST +0530,979.15,979.15,979.15,979.15,1525
2021:06:15 13:43:05 IST +0530,979.15,979.15,971.45,973.15,1525
2021:06:15 13:43:41 IST +0530,973.15,981.6,973.15,975.9,1525
2021:06:15 13:44:24 IST +0530,975.9,976.4,975.9,976.4,1525
2021:06:15 13:45:08 IST +0530,976.4,976.4,976.4,976.4,1525
2021:06:15 13:45:57 IST +0530,976.4,976.4,976.4,976.4,1525
2021:06:15 13:46:39 IST +0530,976.4,976.4,976.1,976.1,1525
2021:06:15 13:47:24 IST +0530,976.1,976.25,975.0,975.0,1525
2021:06:15 13:48:04 IST +0530,975.0,975.0,975.0,975.0,1525
2021:06:15 13:48:53 IST +0530,975.0,975.0,975.0,975.0,1525
2021:06:15 13:49:37 IST +0530,975.0,975.0,975.0,975.0,1525
2021:06:15 13:50:19 IST +0530,975.0,975.0,975.0,975.0,1525
2021:06:15 13:51:03 IST +0530,975.0,980.0,975.0,980.0,2500
2021:06:15 13:51:46 IST +0530,980.0,985.0,980.0,985.0,2925
2021:06:15 13:52:25 IST +0530,985.0,985.0,984.6,984.6,1975
2021:06:15 13:53:02 IST +0530,984.6,984.6,984.6,984.6,1525
2021:06:15 13:53:40 IST +0530,984.6,990.0,984.6,990.0,1725
2021:06:15 13:54:20 IST +0530,990.0,990.0,990.0,990.0,2175
2021:06:15 13:54:59 IST +0530,990.0,990.0,990.0,990.0,1525
2021:06:15 13:55:40 IST +0530,990.0,995.0,990.0,995.0,3525
2021:06:15 13:56:27 IST +0530,995.0,1000.5,990.4,990.4,1525
2021:06:15 13:57:14 IST +0530,990.4,990.4,984.6,984.6,2075
2021:06:15 13:58:04 IST +0530,984.6,984.6,984.6,984.6,1525
2021:06:15 13:58:47 IST +0530,984.6,990.0,984.6,990.0,1525
2021:06:15 13:59:31 IST +0530,990.0,991.65,990.0,990.0,1525
2021:06:15 14:00:11 IST +0530,990.0,990.0,987.4,987.4,1525
2021:06:15 14:01:02 IST +0530,987.4,995.0,987.4,994.85,1625
2021:06:15 14:01:54 IST +0530,994.85,1004.0,994.85,1004.0,1525
2021:06:15 14:02:41 IST +0530,1004.0,1049.05,1004.0,1049.05,1575
2021:06:15 14:03:29 IST +0530,1049.05,1049.05,1034.25,1036.65,1525
2021:06:15 14:04:13 IST +0530,1036.65,1045.8,1036.65,1041.25,1700
2021:06:15 14:05:04 IST +0530,1039.55,1040.9,1031.5,1035.0,1575
2021:06:15 14:05:50 IST +0530,1035.0,1038.35,1033.4,1038.35,1525
2021:06:15 14:06:41 IST +0530,1038.35,1038.35,1038.35,1038.35,1525
2021:06:15 14:07:36 IST +0530,1038.35,1038.35,1027.85,1033.25,1525
2021:06:15 14:08:28 IST +0530,1033.25,1033.35,1017.4,1021.0,1525
2021:06:15 14:09:16 IST +0530,1021.1,1026.3,1020.0,1026.3,1525
2021:06:15 14:10:03 IST +0530,1026.3,1026.3,1014.35,1014.35,1525
2021:06:15 14:10:44 IST +0530,1014.35,1014.35,1014.35,1014.35,1525
2021:06:15 14:11:26 IST +0530,1014.35,1014.35,1014.35,1014.35,1525
2021:06:15 14:12:05 IST +0530,1014.35,1014.35,1014.35,1014.35,1525
2021:06:15 14:13:00 IST +0530,1014.35,1014.35,1014.35,1014.35,1525
2021:06:15 14:13:47 IST +0530,1014.35,1014.35,1014.35,1014.35,1525
2021:06:15 14:14:33 IST +0530,1014.35,1027.6,1014.35,1025.0,1525
2021:06:15 14:15:30 IST +0530,1025.0,1025.0,1025.0,1025.0,1525
2021:06:15 14:16:14 IST +0530,1025.0,1025.25,1025.0,1025.25,2550
2021:06:15 14:16:55 IST +0530,1025.25,1025.25,1025.25,1025.25,3050
2021:06:15 14:17:45 IST +0530,1025.25,1025.25,1025.25,1025.25,3050
2021:06:15 14:18:27 IST +0530,1025.25,1026.8,1025.0,1025.0,2125
2021:06:15 14:19:11 IST +0530,1025.0,1025.0,1025.0,1025.0,1525
2021:06:15 14:19:55 IST +0530,1025.0,1025.0,1015.8,1015.8,1525
2021:06:15 14:20:39 IST +0530,1015.8,1015.8,1015.8,1015.8,1525
